fighter_name,Height,Weight,Reach,Stance,DOB
Myles Jury,5.10,145 ,73,Orthodox,Oct 31 1988
Nad Narimani,5.8,145 ,70,Orthodox,Apr 14 1987
Nadia Kassem,5.5,125 ,66,Southpaw,Nov 15 1995
Nah-Shon Burrell,5.11,170 ,73,Orthodox,Feb 05 1990
Naho Sugiyuma,5.1,105 ,,,Feb 03 1978
Nam Phan,5.6,135 ,70,Orthodox,Mar 13 1983
Nandor Guelmino,6.3,230 ,76,,Dec 20 1975
Naoki Inoue,5.9,125 ,71,Orthodox,Jun 14 1997
Naoki Matsushita,5.6,155 ,,Orthodox,
Naoya Ogawa,6.4,255 ,,Orthodox,Mar 31 1968
Naoyuki Kotani,5.8,155 ,66,Southpaw,Dec 08 1981
Nasrat Haqparast,5.10,155 ,72,Southpaw,Aug 22 1995
Nate Diaz,6.0,170 ,76,Southpaw,Apr 16 1985
Nate James,6.0,185 ,,,May 29 1978
Nate Loughran,6.2,185 ,,Orthodox,Jul 28 1980
Nate Marquardt,6.0,185 ,74,Orthodox,Apr 20 1979
Nate Mohr,5.9,155 ,72,Orthodox,Mar 03 1983
Nate Moore,6.0,170 ,,,
Nate Quarry,6.0,185 ,72,Open Stance,Mar 18 1972
Nate Schroeder,6.1,230 ,,,
Nathan Coy,5.10,170 ,69,Southpaw,Jul 24 1978
Nathan Jones,6.11,345 ,,Orthodox,Aug 21 1970
Nathaniel Wood,5.6,135 ,69,Orthodox,May 08 1993
Nazareno Malegarie,5.8,155 ,70,,May 16 1986
Neal Ewing,,185 ,,,Sep 30 1985
Neil Grove,6.6,265 ,,Orthodox,Jan 18 1971
Neil Magny,6.3,170 ,80,Orthodox,Aug 03 1987
Neil Seery,5.4,125 ,64,Orthodox,Aug 30 1979
Neil Wain,5.10,242 ,,Orthodox,
Neiman Gracie,6.0,170 ,,,
Nicco Montano,5.5,125 ,65,Southpaw,Dec 16 1988
Nicdali Rivera-Calanoc,5.3,105 ,,,Jun 12 1985
Nicholas Sergiacomi,,170 ,,,
Nick Agallar,5.8,155 ,,Orthodox,Jan 13 1979
Nick Barnes,5.11,170 ,,,
Nick Bustamante,5.9,170 ,,,
Nick Catone,6.0,185 ,72,Southpaw,Sep 01 1981
Nick Denis,5.7,135 ,,Orthodox,Oct 11 1983
Nick Diaz,6.1,185 ,76,Southpaw,Aug 02 1983
Nick Ertl,5.9,155 ,,,
Nick Garcia,5.4,125 ,,,
Nick Gibbons,5.10,155 ,,,
Nick Gonzalez,5.6,155 ,,Orthodox,Mar 03 1981
Nick Hein,5.6,155 ,66,Southpaw,Apr 24 1984
Nick Newell,5.10,155 ,74,Southpaw,Mar 17 1986
Nick Nolte,6.0,170 ,,,
Nick Osipczak,6.2,170 ,76,Orthodox,Dec 30 1984
Nick Pace,5.7,135 ,68,Orthodox,Apr 17 1987
Nick Penner,6.4,205 ,77,Southpaw,Mar 26 1980
Nick Pica,5.10,185 ,,,
Nick Piedmont,5.10,145 ,,,
Nick Ring,6.0,185 ,74,Southpaw,Feb 10 1979
Nick Roehrick,6.2,205 ,75,Orthodox,Jul 06 1987
Nick Rossborough,6.5,205 ,,,Nov 18 1981
Nick Sanzo,5.9,190 ,,,
Nick Serra,5.9,170 ,,Orthodox,Mar 27 1978
Nick Sperling,,135 ,,,
Nick Thompson,6.1,170 ,74,Orthodox,Jun 23 1981
Nick Urso,5.6,125 ,66,Southpaw,Sep 26 1985
Nico Musoke,6.0,170 ,75,Orthodox,Apr 05 1986
Nicolae Negumereanu,6.0,205 ,78,Orthodox,Sep 04 1994
Nicolas Dalby,5.11,170 ,74,Orthodox,Nov 16 1984
Nik Lentz,5.8,155 ,68,Orthodox,Aug 13 1984
Nik Theotikos,,185 ,,Orthodox,
Nikita Krylov,6.3,205 ,77,Orthodox,Mar 07 1992
Nikk Covert,5.8,185 ,,,Aug 04 1969
Niklas Backstrom,6.1,145 ,74,Orthodox,Aug 22 1989
Niko Price,6.0,170 ,76,Orthodox,Sep 29 1989
Nikolajus Cilkinas,,,,Orthodox,
Nina Ansaroff,5.5,115 ,64,Orthodox,Dec 03 1985
Ning Guangyou,5.4,145 ,64,Southpaw,Dec 15 1981
Nissen Osterneck,6.2,185 ,,Orthodox,May 01 1981
Noad Lahat,5.9,145 ,69,Orthodox,Jun 08 1984
Noah Thomas,5.9,135 ,,Orthodox,Mar 27 1981
Nobuhiko Takada,6.0,220 ,,Southpaw,Apr 12 1962
Nobuhiro Obiya,5.8,145 ,,Orthodox,Jan 15 1981
Noe Hernandez,,,,Orthodox,
Nolan Ticman,5.6,125 ,69,Orthodox,May 17 1988
Nordine Taleb,6.1,170 ,74,Orthodox,Jun 10 1981
Norifumi Yamamoto,5.4,135 ,66,Southpaw,Mar 15 1977
Norma Dumont,5.7,135 ,,,Oct 01 1990
Norman Parke,5.11,155 ,70,,Dec 22 1986
OJ Dominguez,,,,,
Ode Osbourne,5.7,135 ,,,Jan 09 1992
Olaf Alfonso,6.2,170 ,,Orthodox,Aug 06 1974
Oleg Taktarov,6.0,210 ,,Orthodox,Aug 26 1967
Oli Thompson,6.1,242 ,75,Orthodox,Jan 02 1980
Oliver Enkamp,6.0,170 ,77,Switch,Aug 10 1991
Olivier Aubin-Mercier,5.9,155 ,70,Southpaw,Feb 23 1989
Oluwale Bamgbose,5.11,185 ,78,Switch,Aug 04 1987
Omari Akhmedov,6.0,185 ,73,Orthodox,Oct 12 1987
Onassis Parungao,5.11,200 ,,,
Orlando Wiet,5.10,170 ,,Southpaw,
Osamu Tachihikari,6.5,300 ,,Orthodox,
Oscar Cota,6.2,230 ,,Orthodox,Oct 15 1984
Oskar Piechota,6.0,185 ,76,Southpaw,Jan 24 1990
Ottman Azaitar,,170 ,,,
Ovince Saint Preux,6.3,205 ,80,Southpaw,Apr 08 1983
Pablo Alfonso,5.8,145 ,,,May 09 1983
Pablo Garza,6.1,145 ,73,Orthodox,Sep 16 1983
Pablo Villaseca,5.7,155 ,,,Jan 26 1987
Paddy Holohan,5.10,125 ,69,Orthodox,May 03 1988
Paige VanZant,5.4,115 ,65,Orthodox,Mar 26 1994
Pannie Kianzad,5.7,145 ,68,,Dec 08 1991
Papy Abedi,5.11,185 ,74,Southpaw,Jun 30 1978
Parker Porter,,260 ,,,
Pascal Krauss,6.1,170 ,72,Orthodox,Apr 19 1987
Pat Audinwood,6.0,155 ,,Orthodox,Apr 16 1986
Pat Barry,5.11,235 ,74,Orthodox,Jul 07 1979
Pat Benson,5.9,155 ,,,
Pat Curran,5.9,145 ,,,Aug 31 1987
Pat Healy,6.0,155 ,74,Orthodox,Jul 20 1983
Pat Miletich,5.10,170 ,,Orthodox,Mar 09 1968
Pat Schilling,5.8,145 ,69,Orthodox,Aug 28 1988
Patricio Freire,5.5,145 ,,,Jul 07 1987
Patrick Cote,5.11,170 ,71,Orthodox,Feb 29 1980
Patrick Cummins,6.2,205 ,76,Orthodox,Nov 16 1980
Patrick Kaase,5.9,185 ,,,
Patrick Murphy,6.0,170 ,,,
Patrick Smith,6.2,225 ,,Orthodox,Aug 28 1963
Patrick Speight,6.1,170 ,,Orthodox,
Patrick Walsh,5.11,185 ,71,,Nov 28 1988
Patrick Williams,5.8,135 ,73,Orthodox,Sep 07 1981
Patricky Freire,5.7,155 ,,,Jun 01 1986
Paul Bradley,5.9,170 ,,Orthodox,Jun 13 1983
Paul Buentello,6.2,245 ,77,Orthodox,Jan 16 1974
Paul Craig,6.3,205 ,76,Orthodox,Nov 27 1987
Paul Creighton,5.6,155 ,,Southpaw,Jun 04 1970
Paul Daley,5.9,170 ,76,Orthodox,Feb 21 1983
Paul Felder,5.11,155 ,70,Orthodox,Apr 25 1984
Paul Georgieff,6.2,170 ,,Orthodox,Sep 22 1982
Paul Herrera,5.10,185 ,,Orthodox,
Paul Jones,5.9,199 ,,Orthodox,Jun 16 1963
Paul Kelly,5.9,155 ,70,Orthodox,Sep 12 1984
Paul Redmond,5.10,145 ,70,Orthodox,Oct 20 1986
Paul Rodriguez,5.7,155 ,,Orthodox,
Paul Ruiz,5.6,135 ,,,Jun 23 1987
Paul Sass,6.0,155 ,73,Orthodox,Aug 04 1988
Paul Song,,185 ,,,
Paul Taylor,6.0,155 ,72,Orthodox,Dec 15 1979
Paul Varelans,6.8,300 ,,Orthodox,
Paulo Cesar Silva,7.5,385 ,,Orthodox,Jul 21 1963
Paulo Costa,6.1,185 ,72,,Apr 21 1991
Paulo Filho,5.8,185 ,,Southpaw,May 24 1978
Paulo Santos,,,,,
Paulo Thiago,5.11,170 ,73,Orthodox,Jan 25 1981
Pawel Nastula,6.0,230 ,,Southpaw,Jun 26 1970
Pawel Pawlak,6.0,170 ,73,Orthodox,Feb 08 1989
Pearl Gonzalez,5.4,115 ,68,Orthodox,Aug 12 1986
Pedro Munhoz,5.6,135 ,65,Orthodox,Sep 07 1986
Pedro Nobre,5.5,135 ,,,Feb 13 1986
Pedro Otavio,6.3,245 ,,Orthodox,
Pedro Rizzo,6.1,241 ,,Orthodox,May 03 1974
Peggy Morgan,6.1,135 ,70,,Dec 16 1979
Per Eklund,5.10,155 ,72,Orthodox,
Pete Rogers Jr.,6.0,145 ,,,
Pete Sabala,,135 ,,,
Pete Sell,5.11,170 ,75,Orthodox,Aug 05 1982
Pete Spratt,5.9,170 ,,Orthodox,Jan 09 1971
Pete Williams,6.3,235 ,,Orthodox,Jul 10 1975
Peter Petties,5.11,145 ,72,Southpaw,Dec 20 1990
Peter Sobotta,6.0,170 ,75,Southpaw,Jan 11 1987
Petr Yan,5.7,135 ,67,Switch,Feb 11 1993
Phil Baroni,5.9,170 ,72,Orthodox,Apr 16 1976
Phil Cardella,5.11,155 ,,,Jul 09 1976
Phil Davis,6.2,205 ,79,Orthodox,Sep 25 1984
Phil Harris,5.4,125 ,64,Orthodox,Sep 04 1983
Phil Hawes,6.1,185 ,70,Orthodox,Jan 08 1989
Phil Johns,5.2,170 ,,Southpaw,Oct 22 1968
Philip De Fries,6.5,250 ,82,Orthodox,Apr 21 1986
Philip Perez,5.5,155 ,,Southpaw,
Philip Preece,5.8,205 ,,Orthodox,
Philipe Lins,6.2,205 ,,,Aug 17 1985
Phillip Miller,5.11,185 ,,Orthodox,Feb 20 1979
Phillipe Nover,5.9,145 ,72,Orthodox,Feb 03 1984
Pietro Menga,5.7,125 ,68,Southpaw,Feb 15 1988
Piotr Hallmann,5.9,155 ,71,Orthodox,Aug 25 1987
Poliana Botelho,5.8,115 ,67,Orthodox,Dec 15 1988
Polo Reyes,5.11,155 ,71,,Nov 07 1984
Polyana Viana,5.5,115 ,67,Orthodox,Jun 14 1992
Poppies Martinez,5.9,145 ,,,Aug 19 1983
Priscila Cachoeira,5.7,125 ,65,Orthodox,Aug 19 1988
Pro Escobedo,,205 ,,,
Punahele Soriano,5.11,185 ,72,Southpaw,Nov 22 1992
Quinn Mulhern,6.3,155 ,76,Orthodox,Sep 20 1984
RJ Clifford,,160 ,,,
Rachael Ostovich,5.3,125 ,62,Orthodox,Feb 25 1991
Rafael Carino,6.8,245 ,,Orthodox,
Rafael Carvalho,6.3,185 ,,,Jul 27 1986
Rafael Dias,5.9,145 ,,Orthodox,Oct 20 1979
Rafael Dos Anjos,5.8,170 ,70,Southpaw,Oct 26 1984
Rafael Feijao,6.1,205 ,73,Orthodox,Apr 14 1980
Rafael Fiziev,5.8,155 ,71,Switch,Mar 05 1993
Rafael Freitas,,205 ,,Orthodox,
Rafael Natal,6.0,185 ,76,Orthodox,Dec 25 1982
Rafael Rebello,5.5,135 ,67,Orthodox,Oct 16 1980
Rafael Rios,,150 ,,,
Rafael Silva,5.7,135 ,,,Mar 20 1985
Rafaello Oliveira,5.8,155 ,71,Orthodox,Jan 26 1982
Rainy Martinez,6.0,199 ,,Orthodox,
Raja Shippen,5.6,145 ,,,Oct 07 1986
Ralek Gracie,6.2,210 ,,Orthodox,Oct 04 1985
Ralph Dillon,6.2,205 ,,Orthodox,
Ralph Gracie,5.9,183 ,,Orthodox,
Ramazan Emeev,5.10,170 ,76,Southpaw,May 23 1987
Ramazan Kuramagomedov,6.0,170 ,,,
Rameau Thierry Sokoudjou,5.10,205 ,78,Orthodox,Apr 18 1984
Ramiz Brahimaj,5.10,170 ,73,Orthodox,Nov 17 1992
Rampage Jackson,6.1,205 ,73,Orthodox,Jun 20 1978
Ramsey Nijem,5.11,155 ,75,Orthodox,Apr 01 1988
Randa Markos,5.4,115 ,63,Orthodox,Aug 10 1985
Randall Wallace,5.11,185 ,73,Orthodox,Mar 01 1989
Randy Brown,6.3,170 ,78,Orthodox,Jul 08 1990
Randy Costa,5.9,135 ,73,Switch,Jul 06 1994
Randy Couture,6.1,205 ,75,Orthodox,Jun 22 1963
Rani Yahya,5.6,135 ,67,Orthodox,Sep 12 1984
Raoni Barcelos,5.7,135 ,67,Orthodox,May 01 1987
Raou Raou,5.8,195 ,,Orthodox,
Raphael Assuncao,5.5,135 ,66,Orthodox,Jul 19 1982
Raphael Butler,6.3,261 ,,,Jan 04 1984
Raphael Pessoa,6.4,247 ,,,Mar 09 1989
Raquel Pa.aluhi,5.7,135 ,,,
Raquel Pennington,5.7,135 ,67,Orthodox,Sep 05 1988
Rashad Coulter,5.11,205 ,76,Orthodox,Nov 27 1981
Rashad Evans,6.0,205 ,75,Orthodox,Sep 25 1979
Rashard Lovelace,,155 ,,,
Rashid Magomedov,5.9,155 ,70,Orthodox,Nov 29 1984
Raul Castillo,5.11,185 ,,Orthodox,
Raul Sandoval,,130 ,,,
Raulian Paiva,5.8,125 ,69,Orthodox,Oct 17 1995
Ray Borg,5.4,135 ,63,Orthodox,Aug 04 1993
Ray Perales,5.10,170 ,,Orthodox,
Ray Routh,5.8,185 ,,Orthodox,
Ray Sefo,6.0,240 ,,Orthodox,Feb 15 1971
Ray Seraille,6.3,246 ,,,
Ray Sloan,6.1,205 ,,,Jul 14 1985
Ray Steinbeiss,5.11,170 ,,Orthodox,Sep 12 1979
Ray Wizard,,,,,
Raymond Daniels,6.2,185 ,,Southpaw,
Razak Al-Hassan,6.2,205 ,,Orthodox,May 14 1982
Reese Andy,6.0,205 ,,Orthodox,Mar 31 1973
Reginaldo Vieira,5.7,135 ,65,,Nov 26 1982
Remco Pardoel,6.3,260 ,,Southpaw,
Remo Cardarelli,,135 ,,,
Renan Barao,5.6,135 ,70,Orthodox,Jan 31 1987
Renato Moicano,5.11,145 ,72,Orthodox,May 21 1989
Renato Sobral,6.1,205 ,75,Orthodox,Sep 07 1975
Renato Verissimo,6.1,170 ,,Orthodox,Aug 03 1973
Rene Kronvold,5.8,170 ,,Orthodox,
Renee Forte,5.7,155 ,71,Orthodox,Mar 27 1987
Renzo Gracie,5.10,185 ,,Orthodox,Mar 11 1967
Reuben Duran,5.7,135 ,69,Orthodox,Jul 02 1983
Rex Holman,6.3,205 ,,Southpaw,
Rex Richards,6.5,265 ,,,
Reynaldo Trujillo,5.9,155 ,,,Jan 01 1982
Reza Madadi,5.11,155 ,72,Orthodox,Jun 20 1978
Reza Nasri,5.11,205 ,,Orthodox,
Rhadi Ferguson,5.7,205 ,,,
Ricardo Abreu,5.11,185 ,73,Orthodox,Apr 27 1984
Ricardo Almeida,6.0,170 ,74,Orthodox,Nov 29 1976
Ricardo Arona,5.11,205 ,,Orthodox,Jul 17 1978
Ricardo Barros,6.1,205 ,,,Mar 22 1976
Ricardo Funch,5.10,170 ,76,Southpaw,Aug 14 1980
Ricardo Lamas,5.8,145 ,71,Orthodox,May 21 1982
Ricardo Morais,6.8,270 ,,Orthodox,Feb 26 1967
Ricardo Palacios,5.6,145 ,,Orthodox,Jul 05 1987
Ricardo Prasel,6.9,242 ,,,Jun 02 1990
Ricardo Ramos,5.9,135 ,72,Orthodox,Aug 01 1995
Ricardo Romero,6.0,205 ,76,Orthodox,Apr 15 1978
Ricco Rodriguez,6.4,265 ,,Orthodox,Aug 19 1977
Rich Attonito,5.10,170 ,72,Orthodox,Jun 16 1977
Rich Bouphanouvong,5.7,170 ,,,
Rich Clementi,5.9,155 ,72,Southpaw,Mar 31 1976
Rich Franklin,6.1,185 ,75,Southpaw,Oct 05 1974
Richard Crunkilton,5.7,155 ,,Orthodox,Nov 25 1979
Richard Dalton,6.1,205 ,,Orthodox,
Richard Odoms,6.5,265 ,82,Orthodox,May 08 1975
Richard Walsh,6.0,170 ,73,,Dec 01 1988
Richardson Moreira,6.2,185 ,72,Orthodox,Mar 31 1984
Richie Hightower,5.8,170 ,,Orthodox,Nov 26 1974
Richie Santiago,5.7,135 ,67,Southpaw,Oct 10 1992
Richie Smullen,5.9,155 ,68,Orthodox,Aug 17 1991
Richie Vaculik,5.6,125 ,69,Orthodox,Jun 19 1983
Rick Davis,5.9,155 ,,Orthodox,
Rick Glenn,6.0,145 ,70,Southpaw,Apr 12 1989
Rick Roufus,6.0,207 ,,Southpaw,
Rick Story,5.9,170 ,71,Southpaw,Aug 28 1984
Rickson Gracie,5.10,185 ,,Switch,Nov 20 1958
Ricky Johnson,5.8,145 ,,Orthodox,
Ricky Legere Jr.,5.8,170 ,,,
Ricky Rainey,6.1,170 ,77,Switch,Jun 29 1983
Ricky Simon,5.6,135 ,69,Orthodox,Aug 31 1992
Ricky Turcios,5.9,135 ,71,Orthodox,Jun 05 1993
Rico Altamirano,5.10,170 ,,,
Rico DiSciullo,5.8,135 ,71,Orthodox,Oct 12 1986
Rico Farrington,6.4,170 ,,,Jun 19 1989
Riki Fukuda,6.0,185 ,73,Southpaw,Jan 06 1981
Rilley Dutro,5.8,125 ,70,Orthodox,Sep 03 1987
Rin Nakai,5.1,135 ,60,Orthodox,Oct 22 1986
Roan Carneiro,5.11,170 ,74,Orthodox,Jun 02 1978
Rob Broughton,6.2,265 ,74,,Mar 03 1983
Rob Emerson,5.9,155 ,70,Orthodox,Jul 30 1981
Rob Font,5.8,135 ,71,Orthodox,Jun 25 1987
Rob Kimmons,5.10,185 ,73,Orthodox,Jan 30 1981
Rob MacDonald,6.3,205 ,78,Orthodox,Sep 05 1978
Rob McCullough,5.9,155 ,69,Orthodox,May 26 1977
Rob Sinclair,5.8,155 ,,,Feb 20 1980
Rob Whiteford,5.9,145 ,69,Southpaw,Apr 12 1983
Rob Wilkinson,6.3,185 ,80,Orthodox,Feb 22 1992
Rob Yundt,6.1,185 ,,Orthodox,May 05 1980
Robbie Lawler,5.11,170 ,74,Southpaw,Mar 20 1982
Robert Breslin,5.11,155 ,,,
Robert Densley,5.9,155 ,,,
Robert Drysdale,6.3,205 ,78,Orthodox,Oct 05 1981
Robert Lucarelli,6.2,245 ,,,
Robert Peralta,5.8,145 ,71,Orthodox,Mar 14 1986
Robert Whittaker,6.0,185 ,73,Orthodox,Dec 20 1990
Roberta Rovel,5.8,145 ,,,
Roberto Sanchez,5.6,125 ,66,Orthodox,Mar 05 1986
Roberto Traven,6.3,227 ,,Orthodox,Sep 16 1968
Rocky Lee,5.9,145 ,68,Orthodox,Apr 08 1987
Rocky Long,,145 ,,,Feb 18 1978
Rodney Faverus,6.0,215 ,,Southpaw,
Rodney Wallace,5.9,205 ,72,Switch,Nov 21 1981
Rodolfo Marques Diniz,5.6,135 ,,,Jan 23 1984
Rodolfo Rubio,5.5,145 ,66,Orthodox,Jan 29 1987
Rodrigo Damm,5.7,155 ,71,Orthodox,Feb 03 1980
Rodrigo Gracie,6.0,183 ,,Orthodox,Apr 11 1975
Rodrigo Gripp de Sousa,5.11,205 ,,Orthodox,
Rodrigo Nascimento,6.3,246 ,,,Nov 26 1992
Rodrigo Ruas,5.10,185 ,,Orthodox,Oct 06 1977
Rodrigo de Lima,5.7,155 ,75,Orthodox,Mar 12 1991
Roger Bowling,5.9,155 ,68,Orthodox,Dec 05 1982
Roger Carroll,5.10,170 ,,,
Roger Gracie,6.4,185 ,79,Orthodox,Sep 26 1981
Roger Hollett,5.11,205 ,70,Orthodox,Oct 08 1978
Roger Huerta,5.9,155 ,70,Orthodox,May 20 1983
Roger Narvaez,6.3,185 ,79,Southpaw,Sep 09 1983
Roger Zapata,5.11,170 ,74,Southpaw,May 09 1986
Rogerio Bontorin,5.6,125 ,67,Orthodox,Apr 25 1992
Rogerio Nogueira,6.2,205 ,75,Southpaw,Jun 02 1976
Roland Delorme,5.9,135 ,71,Orthodox,Dec 18 1983
Roland Payne,5.9,205 ,,Orthodox,
Rolando Delgado,6.3,155 ,77,Orthodox,Nov 22 1981
Rolando Dy,5.8,145 ,69,Orthodox,Aug 11 1990
Rolando Perez,5.8,135 ,,Orthodox,
Roldan Sangcha-an,5.4,125 ,65,Orthodox,Dec 04 1990
Rolles Gracie,6.4,242 ,,Orthodox,Jul 14 1978
Roman Dolidze,6.3,205 ,,,Jul 15 1988
Roman Kopylov,6.0,185 ,,,May 04 1991
Roman Mitichyan,5.10,170 ,,Orthodox,Sep 04 1978
Roman Salazar,5.7,135 ,67,Orthodox,Feb 21 1988
Roman Zentsov,6.1,230 ,,Orthodox,Sep 10 1973
Romie Aram,5.10,170 ,,Orthodox,Dec 02 1977
Ron Faircloth,5.9,205 ,,Orthodox,Aug 16 1979
Ron Fields,6.2,200 ,,Orthodox,Nov 18 1974
Ron Henderson,5.10,125 ,,,
Ron Keslar,,185 ,,,
Ron Sparks,6.5,265 ,,,
Ron Stallings,6.2,170 ,75,Southpaw,Jan 25 1983
Ron Waterman,6.2,280 ,,Orthodox,Nov 23 1965
Ron van Clief,5.10,190 ,,Orthodox,Jan 25 1943
Ronald Carillo,,125 ,,,
Ronald Jhun,5.11,170 ,,Orthodox,Sep 21 1970
Ronaldo Candido,5.6,125 ,,Southpaw,Apr 24 1989
Ronda Rousey,5.7,135 ,68,Orthodox,Feb 01 1987
Ronny Markes,6.1,185 ,75,Orthodox,Apr 21 1988
Rony Jason,5.7,145 ,70,Orthodox,Mar 21 1984
Rony Sefo,5.9,225 ,,Orthodox,
Ronys Torres,5.7,155 ,,Orthodox,Aug 13 1975
Roosevelt Roberts,6.2,155 ,73,Orthodox,Feb 11 1994
Rory MacDonald,6.0,170 ,76,Orthodox,Jul 22 1989
Rory Markham,6.0,170 ,71,Orthodox,Mar 25 1982
Rory Singer,6.2,185 ,77,Orthodox,May 28 1976
Rose Namajunas,5.5,115 ,65,Orthodox,Jun 29 1992
Roshaun Jones,5.8,135 ,,,
Rosi Sexton,5.3,135 ,63,Orthodox,Jul 16 1977
Ross Ebanez,5.9,154 ,,Southpaw,May 18 1975
Ross Pearson,5.8,155 ,69,Orthodox,Sep 26 1984
Ross Pointon,5.8,170 ,,Orthodox,Feb 18 1980
Rostem Akman,5.10,170 ,72,Switch,Dec 19 1991
Rousimar Palhares,5.8,170 ,71,Orthodox,Feb 26 1980
Roxanne Modafferi,5.7,125 ,69,,Sep 24 1982
Roy Boughton,6.0,205 ,,,
Roy Jones,,205 ,,,Oct 26 1983
Roy Nelson,6.0,263 ,72,Orthodox,Jun 20 1976
Royce Alger,5.10,199 ,,Orthodox,
Royce Gracie,6.1,175 ,,Southpaw,Dec 12 1966
Royler Gracie,5.8,150 ,,Southpaw,Dec 06 1965
Royston Wee,5.7,135 ,67,Orthodox,Nov 15 1986
Ruan Potts,6.2,247 ,75,Orthodox,Feb 23 1978
Ruben Villareal,6.4,265 ,,Orthodox,May 01 1970
Rubens Xavier,6.3,220 ,,Orthodox,
Rubin Williams,6.1,185 ,,Orthodox,Apr 09 1976
Rudy Bears,5.11,170 ,,Southpaw,
Rudyard Moncayo,5.10,195 ,,Orthodox,
Rulon Gardner,6.3,265 ,,Orthodox,Aug 16 1971
Ruslan Magomedov,6.3,242 ,78,Orthodox,Nov 26 1986
Russell Doane,5.7,135 ,70,Orthodox,Aug 13 1986
Russell Patrick,5.9,145 ,,,
Rustam Khabilov,5.8,155 ,73,Orthodox,Nov 04 1986
Ryan Bader,6.2,205 ,74,Orthodox,Jun 07 1983
Ryan Bastianelli,5.5,135 ,,,
Ryan Benoit,5.5,125 ,68,Orthodox,Aug 25 1989
Ryan Couture,5.10,155 ,75,Orthodox,Aug 27 1982
Ryan Diaz,,145 ,,,
Ryan Gracie,5.9,200 ,,Orthodox,Aug 14 1974
Ryan Hall,5.10,155 ,71,,Feb 22 1985
Ryan Hayes,,,,,
Ryan Healy,6.1,155 ,,Orthodox,Jul 20 1983
Ryan Janes,6.3,185 ,76,Orthodox,Aug 22 1981
Ryan Jensen,6.1,185 ,76,Orthodox,Sep 20 1977
Ryan Jimmo,6.1,205 ,73,Orthodox,Nov 27 1981
Ryan Keenan,5.10,170 ,,,Jun 15 1985
Ryan LaFlare,6.1,170 ,74,Southpaw,Oct 01 1983
Ryan Larson,,170 ,,,Dec 30 1980
Ryan MacDonald,5.11,135 ,71,Switch,Mar 18 1993
Ryan Madigan,6.0,170 ,,Orthodox,
Ryan McGillivray,5.11,170 ,,,Sep 27 1986
Ryan McGivern,6.0,185 ,,Orthodox,Jan 17 1980
Ryan Parker,6.3,235 ,,Southpaw,
Ryan Quinn,5.8,145 ,,,
Ryan Roberts,5.6,155 ,,Orthodox,Jul 16 1978
Ryan Spann,6.5,205 ,79,Orthodox,Aug 24 1991
Ryan Stonitsch,5.9,170 ,,Southpaw,Feb 03 1977
Ryan Thomas,6.0,170 ,,Orthodox,Nov 05 1984
Ryan Tobar,,155 ,,,
Ryo Chonan,5.9,170 ,70,Orthodox,Oct 08 1976
Ryo Kawamura,5.11,205 ,,Orthodox,Jun 29 1981
Ryuichi Murata,5.8,183 ,,Orthodox,
Ryuki Ueyama,5.11,180 ,,Southpaw,Apr 17 1976
Ryuta Sakurai,5.7,183 ,,Orthodox,
Saad Awad,5.11,155 ,,,Jun 07 1983
Sabah Homasi,6.0,170 ,72,Orthodox,Oct 19 1988
Sabina Mazo,5.7,125 ,70,Orthodox,Mar 25 1997
Saeed Hosseini,,,,,
Sage Northcutt,6.0,170 ,71,Orthodox,Mar 01 1996
Sai Wang,6.0,170 ,72,Southpaw,Jan 14 1986
Said Nurmagomedov,5.8,135 ,70,Orthodox,Apr 05 1992
Sako Chivitchian,5.11,155 ,,,Mar 11 1984
Salim Touahri,5.10,170 ,72,Orthodox,Sep 28 1989
Salvador Becerra,5.9,155 ,,,
Salvador Woods,5.11,170 ,,,Feb 05 1985
Sam Adkins,6.3,225 ,,Orthodox,Apr 26 1965
Sam Alvey,6.2,205 ,75,Southpaw,May 06 1986
Sam Fulton,,,,,
Sam Greco,6.2,205 ,,Orthodox,May 03 1967
Sam Hoger,6.2,205 ,,Orthodox,Jun 28 1980
Sam Liera,,,,,
Sam Oropeza,6.2,170 ,,,
Sam Sicilia,5.8,145 ,67,Orthodox,Feb 01 1986
Sam Spengler,5.11,185 ,,Orthodox,
Sam Stout,5.9,155 ,70,Orthodox,Apr 23 1984
Sam Watford,,155 ,,,
Sammy Morgan,5.10,170 ,,Orthodox,Sep 28 1981
Samy Schiavo,5.8,155 ,,Orthodox,Dec 24 1975
Sanae Kikuta,5.9,200 ,,Orthodox,Sep 10 1971
Santiago Ponzinibbio,6.0,170 ,73,Orthodox,Sep 26 1986
Saparbeg Safarov,6.1,205 ,78,Orthodox,Oct 14 1986
Sara McMann,5.6,135 ,66,Orthodox,Sep 24 1980
Sarah D.alelio,5.7,145 ,,,Dec 13 1980
Sarah Frota,5.6,115 ,69,Southpaw,Apr 14 1987
Sarah Kaufman,5.5,135 ,67,Orthodox,Sep 20 1985
Sarah Moras,5.7,135 ,67,,Apr 30 1988
Sarah Payant,5.4,115 ,,,
Satoru Kitaoka,5.6,154 ,,,Feb 04 1980
Satoshi Honma,6.1,205 ,,Orthodox,May 19 1968
Satoshi Ishii,5.11,240 ,,Orthodox,Dec 19 1986
Saul Elizondo,5.7,135 ,,,Jul 17 1985
Scott Adams,6.0,225 ,,Southpaw,
