"year","state","month","number","date"
2016,"Maranhao","Noviembre",3.982,2016-01-01
2017,"Maranhao","Noviembre",2.3,2017-01-01
1998,"Maranhao","Diciembre",1.399,1998-01-01
1999,"Maranhao","Diciembre",1.001,1999-01-01
2000,"Maranhao","Diciembre",1.461,2000-01-01
2001,"Maranhao","Diciembre",1.296,2001-01-01
2002,"Maranhao","Diciembre",2.165,2002-01-01
2003,"Maranhao","Diciembre",2.424,2003-01-01
2004,"Maranhao","Diciembre",3.255,2004-01-01
2005,"Maranhao","Diciembre",1.66,2005-01-01
2006,"Maranhao","Diciembre",1.052,2006-01-01
2007,"Maranhao","Diciembre",800,2007-01-01
2008,"Maranhao","Diciembre",1.101,2008-01-01
2009,"Maranhao","Diciembre",1.768,2009-01-01
2010,"Maranhao","Diciembre",1.803,2010-01-01
2011,"Maranhao","Diciembre",1.629,2011-01-01
2012,"Maranhao","Diciembre",1.296,2012-01-01
2013,"Maranhao","Diciembre",2.692,2013-01-01
2014,"Maranhao","Diciembre",2.4,2014-01-01
2015,"Maranhao","Diciembre",3.706,2015-01-01
2016,"Maranhao","Diciembre",1.577,2016-01-01
1998,"Mato Grosso","Enero",0,1998-01-01
1999,"Mato Grosso","Enero",39,1999-01-01
2000,"Mato Grosso","Enero",44,2000-01-01
2001,"Mato Grosso","Enero",44,2001-01-01
2002,"Mato Grosso","Enero",172,2002-01-01
2003,"Mato Grosso","Enero",896,2003-01-01
2004,"Mato Grosso","Enero",301,2004-01-01
2005,"Mato Grosso","Enero",438,2005-01-01
2006,"Mato Grosso","Enero",947,2006-01-01
2007,"Mato Grosso","Enero",476,2007-01-01
2008,"Mato Grosso","Enero",245,2008-01-01
2009,"Mato Grosso","Enero",527,2009-01-01
2010,"Mato Grosso","Enero",298,2010-01-01
2011,"Mato Grosso","Enero",171,2011-01-01
2012,"Mato Grosso","Enero",166,2012-01-01
2013,"Mato Grosso","Enero",269,2013-01-01
2014,"Mato Grosso","Enero",315,2014-01-01
2015,"Mato Grosso","Enero",960,2015-01-01
2016,"Mato Grosso","Enero",374,2016-01-01
2017,"Mato Grosso","Enero",482,2017-01-01
1998,"Mato Grosso","Febrero",0,1998-01-01
1999,"Mato Grosso","Febrero",28,1999-01-01
2000,"Mato Grosso","Febrero",35,2000-01-01
2001,"Mato Grosso","Febrero",54,2001-01-01
2002,"Mato Grosso","Febrero",22,2002-01-01
2003,"Mato Grosso","Febrero",592,2003-01-01
2004,"Mato Grosso","Febrero",272,2004-01-01
2005,"Mato Grosso","Febrero",871,2005-01-01
2006,"Mato Grosso","Febrero",383,2006-01-01
2007,"Mato Grosso","Febrero",213,2007-01-01
2008,"Mato Grosso","Febrero",180,2008-01-01
2009,"Mato Grosso","Febrero",248,2009-01-01
2010,"Mato Grosso","Febrero",431,2010-01-01
2011,"Mato Grosso","Febrero",119,2011-01-01
2012,"Mato Grosso","Febrero",193,2012-01-01
2013,"Mato Grosso","Febrero",375,2013-01-01
2014,"Mato Grosso","Febrero",199,2014-01-01
2015,"Mato Grosso","Febrero",542,2015-01-01
2016,"Mato Grosso","Febrero",1.05,2016-01-01
2017,"Mato Grosso","Febrero",337,2017-01-01
1998,"Mato Grosso","Marzo",0,1998-01-01
1999,"Mato Grosso","Marzo",18,1999-01-01
2000,"Mato Grosso","Marzo",60,2000-01-01
2001,"Mato Grosso","Marzo",24,2001-01-01
2002,"Mato Grosso","Marzo",103,2002-01-01
2003,"Mato Grosso","Marzo",554,2003-01-01
2004,"Mato Grosso","Marzo",743,2004-01-01
2005,"Mato Grosso","Marzo",362,2005-01-01
2006,"Mato Grosso","Marzo",448,2006-01-01
2007,"Mato Grosso","Marzo",476,2007-01-01
2008,"Mato Grosso","Marzo",180,2008-01-01
2009,"Mato Grosso","Marzo",325,2009-01-01
2010,"Mato Grosso","Marzo",605,2010-01-01
2011,"Mato Grosso","Marzo",252,2011-01-01
2012,"Mato Grosso","Marzo",423,2012-01-01
2013,"Mato Grosso","Marzo",563,2013-01-01
2014,"Mato Grosso","Marzo",655,2014-01-01
2015,"Mato Grosso","Marzo",705,2015-01-01
2016,"Mato Grosso","Marzo",1.085,2016-01-01
2017,"Mato Grosso","Marzo",719,2017-01-01
1998,"Mato Grosso","Abril",0,1998-01-01
1999,"Mato Grosso","Abril",76,1999-01-01
2000,"Mato Grosso","Abril",59,2000-01-01
2001,"Mato Grosso","Abril",309,2001-01-01
2002,"Mato Grosso","Abril",641,2002-01-01
2003,"Mato Grosso","Abril",903,2003-01-01
2004,"Mato Grosso","Abril",441,2004-01-01
2005,"Mato Grosso","Abril",372,2005-01-01
2006,"Mato Grosso","Abril",161,2006-01-01
2007,"Mato Grosso","Abril",79,2007-01-01
2008,"Mato Grosso","Abril",274,2008-01-01
2009,"Mato Grosso","Abril",169,2009-01-01
2010,"Mato Grosso","Abril",769,2010-01-01
2011,"Mato Grosso","Abril",345,2011-01-01
2012,"Mato Grosso","Abril",521,2012-01-01
2013,"Mato Grosso","Abril",338,2013-01-01
2014,"Mato Grosso","Abril",859,2014-01-01
2015,"Mato Grosso","Abril",947,2015-01-01
2016,"Mato Grosso","Abril",1.77,2016-01-01
2017,"Mato Grosso","Abril",606,2017-01-01
1998,"Mato Grosso","Mayo",0,1998-01-01
1999,"Mato Grosso","Mayo",731,1999-01-01
2000,"Mato Grosso","Mayo",1.194,2000-01-01
2001,"Mato Grosso","Mayo",1.193,2001-01-01
2002,"Mato Grosso","Mayo",2.528,2002-01-01
2003,"Mato Grosso","Mayo",942,2003-01-01
2004,"Mato Grosso","Mayo",2.413,2004-01-01
2005,"Mato Grosso","Mayo",1.641,2005-01-01
2006,"Mato Grosso","Mayo",269,2006-01-01
2007,"Mato Grosso","Mayo",359,2007-01-01
2008,"Mato Grosso","Mayo",119,2008-01-01
2009,"Mato Grosso","Mayo",516,2009-01-01
2010,"Mato Grosso","Mayo",1.313,2010-01-01
2011,"Mato Grosso","Mayo",547,2011-01-01
2012,"Mato Grosso","Mayo",812,2012-01-01
2013,"Mato Grosso","Mayo",739,2013-01-01
2014,"Mato Grosso","Mayo",933,2014-01-01
2015,"Mato Grosso","Mayo",541,2015-01-01
2016,"Mato Grosso","Mayo",1.081,2016-01-01
2017,"Mato Grosso","Mayo",845,2017-01-01
1998,"Mato Grosso","Junio",2.201,1998-01-01
1999,"Mato Grosso","Junio",2.201,1999-01-01
2000,"Mato Grosso","Junio",4.358,2000-01-01
2001,"Mato Grosso","Junio",6.665,2001-01-01
2002,"Mato Grosso","Junio",7.878,2002-01-01
2003,"Mato Grosso","Junio",4.313,2003-01-01
2004,"Mato Grosso","Junio",9.813,2004-01-01
2005,"Mato Grosso","Junio",2.294,2005-01-01
2006,"Mato Grosso","Junio",856,2006-01-01
2007,"Mato Grosso","Junio",1.339,2007-01-01
2008,"Mato Grosso","Junio",403,2008-01-01
2009,"Mato Grosso","Junio",979,2009-01-01
2010,"Mato Grosso","Junio",1.025,2010-01-01
2011,"Mato Grosso","Junio",974,2011-01-01
2012,"Mato Grosso","Junio",1.651,2012-01-01
2013,"Mato Grosso","Junio",1.213,2013-01-01
2014,"Mato Grosso","Junio",1.795,2014-01-01
2015,"Mato Grosso","Junio",1.402,2015-01-01
2016,"Mato Grosso","Junio",1.417,2016-01-01
2017,"Mato Grosso","Junio",2.041,2017-01-01
1998,"Mato Grosso","Julio",3.712,1998-01-01
1999,"Mato Grosso","Julio",3.926,1999-01-01
2000,"Mato Grosso","Julio",1.338,2000-01-01
2001,"Mato Grosso","Julio",1.555,2001-01-01
2002,"Mato Grosso","Julio",5.661,2002-01-01
2003,"Mato Grosso","Julio",5.435,2003-01-01
2004,"Mato Grosso","Julio",11.517,2004-01-01
2005,"Mato Grosso","Julio",4.172,2005-01-01
2006,"Mato Grosso","Julio",1.941,2006-01-01
2007,"Mato Grosso","Julio",1.79,2007-01-01
2008,"Mato Grosso","Julio",1.117,2008-01-01
2009,"Mato Grosso","Julio",1.613,2009-01-01
2010,"Mato Grosso","Julio",3.442,2010-01-01
2011,"Mato Grosso","Julio",1.061,2011-01-01
2012,"Mato Grosso","Julio",2.008,2012-01-01
2013,"Mato Grosso","Julio",1.63,2013-01-01
2014,"Mato Grosso","Julio",2.255,2014-01-01
2015,"Mato Grosso","Julio",1.533,2015-01-01
2016,"Mato Grosso","Julio",3.495,2016-01-01
2017,"Mato Grosso","Julio",2.79,2017-01-01
1998,"Mato Grosso","Agosto",15.406,1998-01-01
1999,"Mato Grosso","Agosto",18.566,1999-01-01
2000,"Mato Grosso","Agosto",6.063,2000-01-01
2001,"Mato Grosso","Agosto",7.762,2001-01-01
2002,"Mato Grosso","Agosto",14.086,2002-01-01
2003,"Mato Grosso","Agosto",11.132,2003-01-01
2004,"Mato Grosso","Agosto",13.603,2004-01-01
2005,"Mato Grosso","Agosto",11.57,2005-01-01
2006,"Mato Grosso","Agosto",6.218,2006-01-01
2007,"Mato Grosso","Agosto",14.453,2007-01-01
2008,"Mato Grosso","Agosto",2.875,2008-01-01
2009,"Mato Grosso","Agosto",2.25,2009-01-01
2010,"Mato Grosso","Agosto",14.608,2010-01-01
2011,"Mato Grosso","Agosto",2.628,2011-01-01
2012,"Mato Grosso","Agosto",6.195,2012-01-01
2013,"Mato Grosso","Agosto",3.568,2013-01-01
2014,"Mato Grosso","Agosto",7.167,2014-01-01
2015,"Mato Grosso","Agosto",5.112,2015-01-01
2016,"Mato Grosso","Agosto",6.228,2016-01-01
2017,"Mato Grosso","Agosto",6.229,2017-01-01
1998,"Mato Grosso","Septiembre",10.363,1998-01-01
1999,"Mato Grosso","Septiembre",11.729,1999-01-01
2000,"Mato Grosso","Septiembre",6.251,2000-01-01
2001,"Mato Grosso","Septiembre",8.49,2001-01-01
2002,"Mato Grosso","Septiembre",11.034,2002-01-01
2003,"Mato Grosso","Septiembre",15.79,2003-01-01
2004,"Mato Grosso","Septiembre",24.994,2004-01-01
2005,"Mato Grosso","Septiembre",20.551,2005-01-01
2006,"Mato Grosso","Septiembre",12.661,2006-01-01
2007,"Mato Grosso","Septiembre",25.963,2007-01-01
2008,"Mato Grosso","Septiembre",7.965,2008-01-01
2009,"Mato Grosso","Septiembre",3.129,2009-01-01
2010,"Mato Grosso","Septiembre",18.366,2010-01-01
2011,"Mato Grosso","Septiembre",6.332,2011-01-01
2012,"Mato Grosso","Septiembre",10.344,2012-01-01
2013,"Mato Grosso","Septiembre",5.576,2013-01-01
2014,"Mato Grosso","Septiembre",7.081,2014-01-01
2015,"Mato Grosso","Septiembre",11.068,2015-01-01
2016,"Mato Grosso","Septiembre",8.98,2016-01-01
2017,"Mato Grosso","Septiembre",23.945,2017-01-01
1998,"Mato Grosso","Octubre",2.707,1998-01-01
1999,"Mato Grosso","Octubre",6.109,1999-01-01
2000,"Mato Grosso","Octubre",6.062,2000-01-01
2001,"Mato Grosso","Octubre",6.543,2001-01-01
2002,"Mato Grosso","Octubre",9.375,2002-01-01
2003,"Mato Grosso","Octubre",5.341,2003-01-01
2004,"Mato Grosso","Octubre",9.295,2004-01-01
2005,"Mato Grosso","Octubre",7.765,2005-01-01
2006,"Mato Grosso","Octubre",2.327,2006-01-01
2007,"Mato Grosso","Octubre",4.89,2007-01-01
2008,"Mato Grosso","Octubre",6.326,2008-01-01
2009,"Mato Grosso","Octubre",2.579,2009-01-01
2010,"Mato Grosso","Octubre",4.465,2010-01-01
2011,"Mato Grosso","Octubre",2.01,2011-01-01
2012,"Mato Grosso","Octubre",2.837,2012-01-01
2013,"Mato Grosso","Octubre",1.986,2013-01-01
2014,"Mato Grosso","Octubre",5.281,2014-01-01
2015,"Mato Grosso","Octubre",6.49,2015-01-01
2016,"Mato Grosso","Octubre",2.749,2016-01-01
2017,"Mato Grosso","Octubre",4.8,2017-01-01
1998,"Mato Grosso","Noviembre",182,1998-01-01
1999,"Mato Grosso","Noviembre",842,1999-01-01
2000,"Mato Grosso","Noviembre",502,2000-01-01
2001,"Mato Grosso","Noviembre",373,2001-01-01
2002,"Mato Grosso","Noviembre",2.905,2002-01-01
2003,"Mato Grosso","Noviembre",2.097,2003-01-01
2004,"Mato Grosso","Noviembre",2.405,2004-01-01
2005,"Mato Grosso","Noviembre",1.368,2005-01-01
2006,"Mato Grosso","Noviembre",1.031,2006-01-01
2007,"Mato Grosso","Noviembre",299,2007-01-01
2008,"Mato Grosso","Noviembre",190,2008-01-01
2009,"Mato Grosso","Noviembre",588,2009-01-01
2010,"Mato Grosso","Noviembre",768,2010-01-01
2011,"Mato Grosso","Noviembre",1.103,2011-01-01
2012,"Mato Grosso","Noviembre",375,2012-01-01
2013,"Mato Grosso","Noviembre",1.064,2013-01-01
2014,"Mato Grosso","Noviembre",1.018,2014-01-01
2015,"Mato Grosso","Noviembre",1.93,2015-01-01
2016,"Mato Grosso","Noviembre",918,2016-01-01
2017,"Mato Grosso","Noviembre",813,2017-01-01
1998,"Mato Grosso","Diciembre",76,1998-01-01
1999,"Mato Grosso","Diciembre",47,1999-01-01
2000,"Mato Grosso","Diciembre",98,2000-01-01
2001,"Mato Grosso","Diciembre",37,2001-01-01
2002,"Mato Grosso","Diciembre",1.157,2002-01-01
2003,"Mato Grosso","Diciembre",1.622,2003-01-01
2004,"Mato Grosso","Diciembre",1.217,2004-01-01
2005,"Mato Grosso","Diciembre",246,2005-01-01
2006,"Mato Grosso","Diciembre",23,2006-01-01
2007,"Mato Grosso","Diciembre",81,2007-01-01
2008,"Mato Grosso","Diciembre",159,2008-01-01
2009,"Mato Grosso","Diciembre",171,2009-01-01
2010,"Mato Grosso","Diciembre",846,2010-01-01
2011,"Mato Grosso","Diciembre",431,2011-01-01
2012,"Mato Grosso","Diciembre",492,2012-01-01
2013,"Mato Grosso","Diciembre",447,2013-01-01
2014,"Mato Grosso","Diciembre",466,2014-01-01
2015,"Mato Grosso","Diciembre",1.777,2015-01-01
2016,"Mato Grosso","Diciembre",425,2016-01-01
1998,"Mato Grosso","Enero",0,1998-01-01
1999,"Mato Grosso","Enero",239,1999-01-01
2000,"Mato Grosso","Enero",326,2000-01-01
2001,"Mato Grosso","Enero",97,2001-01-01
2002,"Mato Grosso","Enero",304,2002-01-01
2003,"Mato Grosso","Enero",182,2003-01-01
2004,"Mato Grosso","Enero",258,2004-01-01
2005,"Mato Grosso","Enero",59,2005-01-01
2006,"Mato Grosso","Enero",59,2006-01-01
2007,"Mato Grosso","Enero",19,2007-01-01
2008,"Mato Grosso","Enero",63,2008-01-01
2009,"Mato Grosso","Enero",229,2009-01-01
2010,"Mato Grosso","Enero",72,2010-01-01
2011,"Mato Grosso","Enero",129,2011-01-01
2012,"Mato Grosso","Enero",201,2012-01-01
2013,"Mato Grosso","Enero",174,2013-01-01
2014,"Mato Grosso","Enero",197,2014-01-01
2015,"Mato Grosso","Enero",226,2015-01-01
2016,"Mato Grosso","Enero",127,2016-01-01
2017,"Mato Grosso","Enero",355,2017-01-01
1998,"Mato Grosso","Febrero",0,1998-01-01
1999,"Mato Grosso","Febrero",69,1999-01-01
2000,"Mato Grosso","Febrero",81,2000-01-01
2001,"Mato Grosso","Febrero",89,2001-01-01
2002,"Mato Grosso","Febrero",98,2002-01-01
2003,"Mato Grosso","Febrero",108,2003-01-01
2004,"Mato Grosso","Febrero",169,2004-01-01
2005,"Mato Grosso","Febrero",221,2005-01-01
2006,"Mato Grosso","Febrero",104,2006-01-01
2007,"Mato Grosso","Febrero",111,2007-01-01
2008,"Mato Grosso","Febrero",78,2008-01-01
2009,"Mato Grosso","Febrero",164,2009-01-01
2010,"Mato Grosso","Febrero",157,2010-01-01
2011,"Mato Grosso","Febrero",61,2011-01-01
2012,"Mato Grosso","Febrero",112,2012-01-01
2013,"Mato Grosso","Febrero",100,2013-01-01
2014,"Mato Grosso","Febrero",139,2014-01-01
2015,"Mato Grosso","Febrero",148,2015-01-01
2016,"Mato Grosso","Febrero",187,2016-01-01
2017,"Mato Grosso","Febrero",165,2017-01-01
1998,"Mato Grosso","Marzo",0,1998-01-01
1999,"Mato Grosso","Marzo",100,1999-01-01
2000,"Mato Grosso","Marzo",23,2000-01-01
2001,"Mato Grosso","Marzo",39,2001-01-01
2002,"Mato Grosso","Marzo",115,2002-01-01
2003,"Mato Grosso","Marzo",137,2003-01-01
2004,"Mato Grosso","Marzo",225,2004-01-01
2005,"Mato Grosso","Marzo",158,2005-01-01
2006,"Mato Grosso","Marzo",137,2006-01-01
2007,"Mato Grosso","Marzo",137,2007-01-01
2008,"Mato Grosso","Marzo",97,2008-01-01
2009,"Mato Grosso","Marzo",118,2009-01-01
2010,"Mato Grosso","Marzo",149,2010-01-01
2011,"Mato Grosso","Marzo",37,2011-01-01
2012,"Mato Grosso","Marzo",169,2012-01-01
2013,"Mato Grosso","Marzo",158,2013-01-01
2014,"Mato Grosso","Marzo",95,2014-01-01
2015,"Mato Grosso","Marzo",190,2015-01-01
2016,"Mato Grosso","Marzo",143,2016-01-01
2017,"Mato Grosso","Marzo",170,2017-01-01
1998,"Mato Grosso","Abril",0,1998-01-01
1999,"Mato Grosso","Abril",97,1999-01-01
2000,"Mato Grosso","Abril",90,2000-01-01
2001,"Mato Grosso","Abril",108,2001-01-01
2002,"Mato Grosso","Abril",230,2002-01-01
2003,"Mato Grosso","Abril",126,2003-01-01
2004,"Mato Grosso","Abril",97,2004-01-01
2005,"Mato Grosso","Abril",126,2005-01-01
2006,"Mato Grosso","Abril",51,2006-01-01
2007,"Mato Grosso","Abril",46,2007-01-01
2008,"Mato Grosso","Abril",72,2008-01-01
2009,"Mato Grosso","Abril",291,2009-01-01
2010,"Mato Grosso","Abril",136,2010-01-01
2011,"Mato Grosso","Abril",23,2011-01-01
2012,"Mato Grosso","Abril",97,2012-01-01
2013,"Mato Grosso","Abril",78,2013-01-01
2014,"Mato Grosso","Abril",129,2014-01-01
2015,"Mato Grosso","Abril",65,2015-01-01
2016,"Mato Grosso","Abril",161,2016-01-01
2017,"Mato Grosso","Abril",59,2017-01-01
1998,"Mato Grosso","Mayo",0,1998-01-01
1999,"Mato Grosso","Mayo",206,1999-01-01
2000,"Mato Grosso","Mayo",127,2000-01-01
2001,"Mato Grosso","Mayo",112,2001-01-01
2002,"Mato Grosso","Mayo",88,2002-01-01
2003,"Mato Grosso","Mayo",74,2003-01-01
2004,"Mato Grosso","Mayo",25,2004-01-01
2005,"Mato Grosso","Mayo",328,2005-01-01
2006,"Mato Grosso","Mayo",99,2006-01-01
2007,"Mato Grosso","Mayo",62,2007-01-01
2008,"Mato Grosso","Mayo",34,2008-01-01
2009,"Mato Grosso","Mayo",927,2009-01-01
2010,"Mato Grosso","Mayo",105,2010-01-01
2011,"Mato Grosso","Mayo",81,2011-01-01
2012,"Mato Grosso","Mayo",157,2012-01-01
2013,"Mato Grosso","Mayo",72,2013-01-01
2014,"Mato Grosso","Mayo",70,2014-01-01
2015,"Mato Grosso","Mayo",58,2015-01-01
2016,"Mato Grosso","Mayo",97,2016-01-01
2017,"Mato Grosso","Mayo",72,2017-01-01
1998,"Mato Grosso","Junio",82,1998-01-01
1999,"Mato Grosso","Junio",127,1999-01-01
2000,"Mato Grosso","Junio",157,2000-01-01
2001,"Mato Grosso","Junio",249,2001-01-01
2002,"Mato Grosso","Junio",517,2002-01-01
2003,"Mato Grosso","Junio",170,2003-01-01
2004,"Mato Grosso","Junio",394,2004-01-01
2005,"Mato Grosso","Junio",439,2005-01-01
2006,"Mato Grosso","Junio",89,2006-01-01
2007,"Mato Grosso","Junio",141,2007-01-01
2008,"Mato Grosso","Junio",24,2008-01-01
2009,"Mato Grosso","Junio",376,2009-01-01
2010,"Mato Grosso","Junio",149,2010-01-01
2011,"Mato Grosso","Junio",104,2011-01-01
2012,"Mato Grosso","Junio",96,2012-01-01
2013,"Mato Grosso","Junio",35,2013-01-01
2014,"Mato Grosso","Junio",84,2014-01-01
2015,"Mato Grosso","Junio",299,2015-01-01
2016,"Mato Grosso","Junio",120,2016-01-01
2017,"Mato Grosso","Junio",175,2017-01-01
1998,"Mato Grosso","Julio",360,1998-01-01
1999,"Mato Grosso","Julio",1.297,1999-01-01
2000,"Mato Grosso","Julio",160,2000-01-01
2001,"Mato Grosso","Julio",591,2001-01-01
2002,"Mato Grosso","Julio",935,2002-01-01
2003,"Mato Grosso","Julio",182,2003-01-01
2004,"Mato Grosso","Julio",529,2004-01-01
2005,"Mato Grosso","Julio",859,2005-01-01
2006,"Mato Grosso","Julio",289,2006-01-01
2007,"Mato Grosso","Julio",197,2007-01-01
2008,"Mato Grosso","Julio",116,2008-01-01
2009,"Mato Grosso","Julio",354,2009-01-01
2010,"Mato Grosso","Julio",589,2010-01-01
2011,"Mato Grosso","Julio",250,2011-01-01
2012,"Mato Grosso","Julio",538,2012-01-01
2013,"Mato Grosso","Julio",201,2013-01-01
2014,"Mato Grosso","Julio",193,2014-01-01
2015,"Mato Grosso","Julio",371,2015-01-01
2016,"Mato Grosso","Julio",687,2016-01-01
2017,"Mato Grosso","Julio",1.05,2017-01-01
1998,"Mato Grosso","Agosto",228,1998-01-01
1999,"Mato Grosso","Agosto",4.355,1999-01-01
2000,"Mato Grosso","Agosto",530,2000-01-01
2001,"Mato Grosso","Agosto",2.484,2001-01-01
2002,"Mato Grosso","Agosto",3.984,2002-01-01
2003,"Mato Grosso","Agosto",953,2003-01-01
2004,"Mato Grosso","Agosto",1.408,2004-01-01
2005,"Mato Grosso","Agosto",4.484,2005-01-01
2006,"Mato Grosso","Agosto",1.129,2006-01-01
2007,"Mato Grosso","Agosto",1.823,2007-01-01
2008,"Mato Grosso","Agosto",456,2008-01-01
2009,"Mato Grosso","Agosto",816,2009-01-01
2010,"Mato Grosso","Agosto",1.721,2010-01-01
2011,"Mato Grosso","Agosto",552,2011-01-01
2012,"Mato Grosso","Agosto",2.951,2012-01-01
2013,"Mato Grosso","Agosto",677,2013-01-01
2014,"Mato Grosso","Agosto",312,2014-01-01
2015,"Mato Grosso","Agosto",1.293,2015-01-01
2016,"Mato Grosso","Agosto",1.481,2016-01-01
2017,"Mato Grosso","Agosto",1.488,2017-01-01
1998,"Mato Grosso","Septiembre",457,1998-01-01
1999,"Mato Grosso","Septiembre",2.969,1999-01-01
2000,"Mato Grosso","Septiembre",510,2000-01-01
2001,"Mato Grosso","Septiembre",1.383,2001-01-01
2002,"Mato Grosso","Septiembre",2.252,2002-01-01
2003,"Mato Grosso","Septiembre",1.124,2003-01-01
2004,"Mato Grosso","Septiembre",2.511,2004-01-01
2005,"Mato Grosso","Septiembre",1.87,2005-01-01
2006,"Mato Grosso","Septiembre",1.078,2006-01-01
2007,"Mato Grosso","Septiembre",4.446,2007-01-01
2008,"Mato Grosso","Septiembre",1.62,2008-01-01
2009,"Mato Grosso","Septiembre",1.146,2009-01-01
2010,"Mato Grosso","Septiembre",1.505,2010-01-01
2011,"Mato Grosso","Septiembre",1.072,2011-01-01
2012,"Mato Grosso","Septiembre",2.264,2012-01-01
2013,"Mato Grosso","Septiembre",1.074,2013-01-01
2014,"Mato Grosso","Septiembre",365,2014-01-01
2015,"Mato Grosso","Septiembre",1.482,2015-01-01
2016,"Mato Grosso","Septiembre",2.383,2016-01-01
2017,"Mato Grosso","Septiembre",2.984,2017-01-01
1998,"Mato Grosso","Octubre",576,1998-01-01
1999,"Mato Grosso","Octubre",2.053,1999-01-01
2000,"Mato Grosso","Octubre",657,2000-01-01
2001,"Mato Grosso","Octubre",563,2001-01-01
2002,"Mato Grosso","Octubre",2.173,2002-01-01
2003,"Mato Grosso","Octubre",541,2003-01-01
2004,"Mato Grosso","Octubre",960,2004-01-01
2005,"Mato Grosso","Octubre",647,2005-01-01
2006,"Mato Grosso","Octubre",244,2006-01-01
2007,"Mato Grosso","Octubre",668,2007-01-01
2008,"Mato Grosso","Octubre",432,2008-01-01
2009,"Mato Grosso","Octubre",854,2009-01-01
2010,"Mato Grosso","Octubre",597,2010-01-01
2011,"Mato Grosso","Octubre",276,2011-01-01
2012,"Mato Grosso","Octubre",652,2012-01-01
2013,"Mato Grosso","Octubre",378,2013-01-01
2014,"Mato Grosso","Octubre",581,2014-01-01
2015,"Mato Grosso","Octubre",507,2015-01-01
2016,"Mato Grosso","Octubre",1.2,2016-01-01
2017,"Mato Grosso","Octubre",685,2017-01-01
1998,"Mato Grosso","Noviembre",306,1998-01-01
1999,"Mato Grosso","Noviembre",1.194,1999-01-01
2000,"Mato Grosso","Noviembre",274,2000-01-01
2001,"Mato Grosso","Noviembre",220,2001-01-01
2002,"Mato Grosso","Noviembre",1.47,2002-01-01
2003,"Mato Grosso","Noviembre",380,2003-01-01
2004,"Mato Grosso","Noviembre",208,2004-01-01
2005,"Mato Grosso","Noviembre",159,2005-01-01
2006,"Mato Grosso","Noviembre",83,2006-01-01
2007,"Mato Grosso","Noviembre",82,2007-01-01
2008,"Mato Grosso","Noviembre",50,2008-01-01
2009,"Mato Grosso","Noviembre",439,2009-01-01
2010,"Mato Grosso","Noviembre",259,2010-01-01
2011,"Mato Grosso","Noviembre",445,2011-01-01
2012,"Mato Grosso","Noviembre",115,2012-01-01
2013,"Mato Grosso","Noviembre",423,2013-01-01
2014,"Mato Grosso","Noviembre",190,2014-01-01
2015,"Mato Grosso","Noviembre",276,2015-01-01
2016,"Mato Grosso","Noviembre",258,2016-01-01
2017,"Mato Grosso","Noviembre",133,2017-01-01
1998,"Mato Grosso","Diciembre",100,1998-01-01
1999,"Mato Grosso","Diciembre",306,1999-01-01
2000,"Mato Grosso","Diciembre",139,2000-01-01
2001,"Mato Grosso","Diciembre",143,2001-01-01
2002,"Mato Grosso","Diciembre",376,2002-01-01
2003,"Mato Grosso","Diciembre",153,2003-01-01
2004,"Mato Grosso","Diciembre",110,2004-01-01
2005,"Mato Grosso","Diciembre",46,2005-01-01
2006,"Mato Grosso","Diciembre",18,2006-01-01
2007,"Mato Grosso","Diciembre",15,2007-01-01
